trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
487,False,"{'a': 0.9, 'e': 0.2571497928401269}",20,0,-23.59660183872533,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
488,False,"{'a': 0.9, 'e': 0.2566289832667638}",20,3,-21.957040308630184,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
489,False,"{'a': 0.9, 'e': 0.2561097542985461}",25,17,7.48656393396277,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.9, 'e': 0.2555920995459662}",25,0,-80.46154413174987,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
491,False,"{'a': 0.9, 'e': 0.2550760126517702}",20,1,-25.232967188338,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
492,False,"{'a': 0.9, 'e': 0.25456148729076317}",20,0,-47.57610162623213,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
493,False,"{'a': 0.9, 'e': 0.254048517169615}",20,4,-0.3236590169886806,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
494,False,"{'a': 0.9, 'e': 0.2535370960266681}",25,19,8.95128523290975,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.9, 'e': 0.2530272176317462}",30,20,15.115669754258018,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.9, 'e': 0.252518875785965}",30,15,19.11391731559298,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.9, 'e': 0.2520120643215432}",25,16,13.885073578817721,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.9, 'e': 0.2515067771016158}",20,0,-19.103759348769074,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
499,False,"{'a': 0.9, 'e': 0.2510030080200481}",25,0,-15.268273334353667,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
500,False,"{'a': 0.9, 'e': 0.2505007510012515}",20,0,-26.108937241192162,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
501,False,"{'a': 0.9, 'e': 0.25}",20,9,2.0156548730399573,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
502,False,"{'a': 0.9, 'e': 0.24950074900124858}",20,3,-69.77557374863227,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
503,False,"{'a': 0.9, 'e': 0.24900299201995213}",25,7,-5.5354054031172355,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
504,False,"{'a': 0.9, 'e': 0.24850672310088673}",35,15,-138.1907198019472,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",1
505,False,"{'a': 0.9, 'e': 0.24801193631847113}",20,3,-3.763517398306309,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
506,False,"{'a': 0.9, 'e': 0.24751862577658976}",20,0,-26.864159201826727,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
507,False,"{'a': 0.9, 'e': 0.24702678560841712}",20,0,-6.666551055648366,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
508,False,"{'a': 0.9, 'e': 0.2465364099762437}",30,0,-3.8545628156769403,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
509,False,"{'a': 0.9, 'e': 0.24604749307130258}",20,0,26.4382448163191,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
510,False,"{'a': 0.9, 'e': 0.2455600291135971}",20,16,7.004640921092801,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.9, 'e': 0.2450740123517302}",25,13,13.901273089091019,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.9, 'e': 0.24458943706273517}",25,12,14.708862595248128,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
513,False,"{'a': 0.9, 'e': 0.24410629755190677}",25,5,-23.733227190533015,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
514,False,"{'a': 0.9, 'e': 0.24362458815263374}",25,10,15.100987803066577,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
515,False,"{'a': 0.9, 'e': 0.2431443032262331}",30,20,12.144639996612163,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.9, 'e': 0.242665437161785}",20,0,-38.886276704679545,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
517,False,"{'a': 0.9, 'e': 0.24218798437596875}",25,6,29.19732668430335,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.9, 'e': 0.24171193931290003}",25,13,8.996695821886723,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
519,False,"{'a': 0.9, 'e': 0.24123729644396927}",20,0,-33.871489397228245,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
520,False,"{'a': 0.9, 'e': 0.2407640502676814}",30,0,-114.82549025052474,"{0: 21, 1: 0, 2: 6, 3: 2, 4: 1}",0
521,False,"{'a': 0.9, 'e': 0.24029219530949636}",30,0,6.520770907432993,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
522,False,"{'a': 0.9, 'e': 0.23982172612167027}",20,9,-64.42569638236469,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 2}",1
523,False,"{'a': 0.9, 'e': 0.23935263728309863}",25,14,-46.56730281914873,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
524,False,"{'a': 0.9, 'e': 0.2388849233991604}",25,0,23.959945699939325,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
525,False,"{'a': 0.9, 'e': 0.2384185791015625}",35,0,-30.078541427087476,"{0: 30, 1: 1, 2: 3, 3: 0, 4: 1}",0
526,False,"{'a': 0.9, 'e': 0.2379535990481856}",25,14,-57.40635600682102,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 1}",1
527,False,"{'a': 0.9, 'e': 0.23748997792293167}",25,11,-32.8179031647844,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
528,False,"{'a': 0.9, 'e': 0.23702771043557155}",20,0,7.517919685232824,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
529,False,"{'a': 0.9, 'e': 0.23656679132159458}",35,12,-43.096102302981755,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 1}",1
530,False,"{'a': 0.9, 'e': 0.23610721534205797}",25,10,-24.84679224234716,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
531,False,"{'a': 0.9, 'e': 0.2356489772834386}",20,0,22.93246501050173,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
532,False,"{'a': 0.9, 'e': 0.23519207195748473}",20,0,-22.620968395046315,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
533,False,"{'a': 0.9, 'e': 0.23473649420106965}",20,0,18.25558083258316,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
534,False,"{'a': 0.9, 'e': 0.23428223887604507}",20,0,35.925113936772135,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
535,False,"{'a': 0.9, 'e': 0.23382930086909676}",20,0,-85.78178389185423,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
536,False,"{'a': 0.9, 'e': 0.23337767509160068}",20,0,-42.88383498984238,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
537,False,"{'a': 0.9, 'e': 0.23292735647948}",30,11,8.491222808594104,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.9, 'e': 0.2324783399930629}",25,15,10.404048857809851,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
539,False,"{'a': 0.9, 'e': 0.23203062061694157}",25,13,-9.74305178902676,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
540,False,"{'a': 0.9, 'e': 0.23158419335983266}",25,3,13.201333078697704,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
541,False,"{'a': 0.9, 'e': 0.23113905325443784}",30,19,13.793176058557698,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.9, 'e': 0.23069519535730534}",20,0,15.482414034705387,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
543,False,"{'a': 0.9, 'e': 0.23025261474869305}",25,5,-32.80186219097954,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",1
544,False,"{'a': 0.9, 'e': 0.22981130653243229}",25,9,14.784439063977544,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
545,False,"{'a': 0.9, 'e': 0.22937126583579218}",30,17,-22.272049559922845,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
546,False,"{'a': 0.9, 'e': 0.22893248780934505}",20,0,-22.945942912493944,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
547,False,"{'a': 0.9, 'e': 0.22849496762683297}",20,0,-28.19789673782446,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
548,False,"{'a': 0.9, 'e': 0.2280587004850352}",20,10,17.265127078266232,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.9, 'e': 0.2276236816036361}",25,11,-17.93735443276063,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
550,False,"{'a': 0.9, 'e': 0.2271899062250943}",20,3,19.15868811160968,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.9, 'e': 0.22675736961451246}",20,13,-7.171171088875212,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
552,False,"{'a': 0.9, 'e': 0.22632606705950828}",25,0,-87.9952583263654,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
553,False,"{'a': 0.9, 'e': 0.22589599387008627}",20,0,-62.98743358078088,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
554,False,"{'a': 0.9, 'e': 0.22546714537850976}",20,0,3.7480874961128086,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
555,False,"{'a': 0.9, 'e': 0.2250395169391745}",20,9,-34.319313721427015,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
556,False,"{'a': 0.9, 'e': 0.2246131039284831}",20,8,21.42285145359043,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.9, 'e': 0.2241879017447199}",25,11,23.43456065778775,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.9, 'e': 0.22376390580792643}",35,5,-107.62953988590158,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 2}",1
559,False,"{'a': 0.9, 'e': 0.2233411115597786}",20,13,11.282711516567424,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.9, 'e': 0.22291951446346386}",20,0,-12.813107233936847,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
561,False,"{'a': 0.9, 'e': 0.22249911000355996}",25,7,-15.669691216258588,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
562,False,"{'a': 0.9, 'e': 0.2220798936859133}",20,0,-52.31842615056035,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
563,False,"{'a': 0.9, 'e': 0.22166186103751936}",25,0,8.346465895460808,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
564,False,"{'a': 0.9, 'e': 0.22124500760640328}",25,0,-35.815058712962376,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
565,False,"{'a': 0.9, 'e': 0.22082932896150145}",25,0,-155.60102252120384,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 4}",1
566,False,"{'a': 0.9, 'e': 0.2204148206925434}",25,5,-93.98355654726434,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 3}",1
567,False,"{'a': 0.9, 'e': 0.2200014784099349}",20,5,4.370371411812622,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
568,False,"{'a': 0.9, 'e': 0.21958929774464217}",25,0,19.603165431146174,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
569,False,"{'a': 0.9, 'e': 0.21917827434807613}",25,7,-20.552018396565632,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
570,False,"{'a': 0.9, 'e': 0.21876840389197744}",20,5,-93.81040452785263,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 2}",1
571,False,"{'a': 0.9, 'e': 0.2183596820683029}",25,11,14.316980178407245,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
572,False,"{'a': 0.9, 'e': 0.21795210458911227}",30,0,-9.474401110922066,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
573,False,"{'a': 0.9, 'e': 0.21754566718645574}",20,12,12.595592731902666,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.9, 'e': 0.21714036561226205}",25,14,17.85289422704828,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.9, 'e': 0.21673619563822738}",35,3,25.36480386105146,"{0: 29, 1: 2, 2: 1, 3: 0, 4: 0}",1
576,False,"{'a': 0.9, 'e': 0.21633315305570572}",20,13,14.764198931612057,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.9, 'e': 0.21593123367559872}",30,5,15.970174978192784,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",1
578,False,"{'a': 0.9, 'e': 0.2155304333282468}",20,0,-29.339900590633125,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
579,False,"{'a': 0.9, 'e': 0.21513074786332148}",30,21,-17.620189643003222,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
580,False,"{'a': 0.9, 'e': 0.21473217314971732}",25,15,15.01007699499612,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.9, 'e': 0.2143347050754458}",20,8,-7.559740337264486,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
582,False,"{'a': 0.9, 'e': 0.21393833954752897}",25,6,1.2573973372438003,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
583,False,"{'a': 0.9, 'e': 0.21354307249189397}",25,0,-115.94673408662167,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 3}",0
584,False,"{'a': 0.9, 'e': 0.21314889985326832}",20,16,7.416732349499224,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.9, 'e': 0.2127558175950763}",25,6,-11.223155495760526,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
586,False,"{'a': 0.9, 'e': 0.21236382169933532}",30,7,-95.35807532796491,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 2}",1
587,False,"{'a': 0.9, 'e': 0.21197290816655312}",20,12,-49.76376754715542,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
588,False,"{'a': 0.9, 'e': 0.21158307301562584}",25,10,-11.495390346961308,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
589,False,"{'a': 0.9, 'e': 0.211194312283737}",25,14,-2.1867556365538383,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
590,False,"{'a': 0.9, 'e': 0.21080662202625639}",20,6,20.507007654296885,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.9, 'e': 0.21041999831664007}",25,1,18.811552459453612,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
592,False,"{'a': 0.9, 'e': 0.21003443724633092}",20,6,27.97188233803136,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.9, 'e': 0.20964993492466016}",20,8,6.493425478618872,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
594,False,"{'a': 0.9, 'e': 0.209266487478749}",25,17,-19.780012210803022,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
595,False,"{'a': 0.9, 'e': 0.20888409105341085}",20,0,22.508221899165342,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
596,False,"{'a': 0.9, 'e': 0.20850274181105483}",20,0,12.484053304741462,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
597,False,"{'a': 0.9, 'e': 0.20812243593158927}",20,7,9.272128763011812,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
598,False,"{'a': 0.9, 'e': 0.20774316961232633}",20,13,10.638851493844992,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.9, 'e': 0.20736493906788636}",30,20,-1.5188068827938344,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
600,False,"{'a': 0.9, 'e': 0.2069877405301039}",25,0,-89.26617541039705,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
601,False,"{'a': 0.9, 'e': 0.20661157024793386}",30,10,-31.547118675935597,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
602,False,"{'a': 0.9, 'e': 0.20623642448735816}",25,9,24.789339563266545,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.9, 'e': 0.20586229953129276}",20,7,1.3884167563498917,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
604,False,"{'a': 0.9, 'e': 0.20548919167949603}",30,18,-21.932633560052835,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
605,False,"{'a': 0.9, 'e': 0.20511709724847718}",20,0,23.46141935647639,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
606,False,"{'a': 0.9, 'e': 0.20474601257140518}",20,0,-14.96473684169795,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
607,False,"{'a': 0.9, 'e': 0.2043759339980184}",30,22,3.0492579614693707,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
608,False,"{'a': 0.9, 'e': 0.204006857894535}",20,14,11.498054034661296,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.9, 'e': 0.20363878064356367}",20,0,2.2619639904861364,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
610,False,"{'a': 0.9, 'e': 0.20327169864401515}",20,0,10.058593440951865,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
611,False,"{'a': 0.9, 'e': 0.20290560831101376}",35,25,4.283124305656171,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
612,False,"{'a': 0.9, 'e': 0.2025405060758101}",30,5,-75.94764031688287,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",1
613,False,"{'a': 0.9, 'e': 0.20217638838569427}",20,0,17.968807421293715,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
614,False,"{'a': 0.9, 'e': 0.2018132517039093}",20,0,-13.459363703448506,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
615,False,"{'a': 0.9, 'e': 0.20145109250956494}",25,0,30.940476436856088,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
616,False,"{'a': 0.9, 'e': 0.20108990729755274}",30,17,21.369615577825762,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.9, 'e': 0.20072969257846116}",20,9,16.593488234658437,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.9, 'e': 0.20037044487849134}",30,21,9.703029364790833,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.9, 'e': 0.20001216073937297}",25,16,15.694257115988183,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.9, 'e': 0.1996548367182814}",20,12,12.07241512048062,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.9, 'e': 0.19929846938775508}",30,0,13.857901612856077,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
622,False,"{'a': 0.9, 'e': 0.19894305533561296}",25,8,28.698438753034576,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.9, 'e': 0.19858859116487307}",20,16,5.551057674327169,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.9, 'e': 0.19823507349367114}",20,12,15.0843049311213,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.9, 'e': 0.19788249895518037}",25,10,-39.183296154799315,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
626,False,"{'a': 0.9, 'e': 0.19753086419753085}",20,13,16.067507091060627,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.9, 'e': 0.19718016588373}",25,9,-12.796113115962788,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
628,False,"{'a': 0.9, 'e': 0.19683040069158328}",25,0,-2.8466260995510355,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
629,False,"{'a': 0.9, 'e': 0.196481565313616}",20,14,-30.803803376004396,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
630,False,"{'a': 0.9, 'e': 0.19613365645699457}",25,8,-18.74454266780325,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
631,False,"{'a': 0.9, 'e': 0.19578667084344903}",25,5,-8.535180859728996,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
632,False,"{'a': 0.9, 'e': 0.1954406052091957}",25,8,22.784487512652028,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.9, 'e': 0.1950954563048608}",20,0,-14.069306915745685,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
634,False,"{'a': 0.9, 'e': 0.19475122089540378}",20,4,8.314002351334807,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
635,False,"{'a': 0.9, 'e': 0.19440789576004158}",20,12,14.074680144766136,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.9, 'e': 0.19406547769217333}",20,2,-120.04323944529192,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 3}",1
637,False,"{'a': 0.9, 'e': 0.19372396349930565}",25,17,13.160803687686032,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.9, 'e': 0.1933833500029781}",30,16,-11.259117429458476,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
639,False,"{'a': 0.9, 'e': 0.19304363403868904}",25,3,-43.86068690650601,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 1}",1
640,False,"{'a': 0.9, 'e': 0.19270481245582244}",30,23,3.2859610479853365,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
641,False,"{'a': 0.9, 'e': 0.1923668821175746}",20,9,-20.138735373303618,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
642,False,"{'a': 0.9, 'e': 0.19202983990088188}",25,16,9.532238300399337,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.9, 'e': 0.191693682696348}",25,8,6.450099310161773,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
644,False,"{'a': 0.9, 'e': 0.19135840740817284}",25,0,-38.17046752534513,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
645,False,"{'a': 0.9, 'e': 0.19102401095408084}",30,8,-68.04477648608714,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 2}",1
646,False,"{'a': 0.9, 'e': 0.19069049026525045}",25,11,16.812155479095278,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.9, 'e': 0.19035784228624342}",25,0,-102.3178558008411,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
648,False,"{'a': 0.9, 'e': 0.1900260639749348}",30,0,-14.839730056591753,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
649,False,"{'a': 0.9, 'e': 0.18969515230244383}",25,0,13.082220087265274,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
650,False,"{'a': 0.9, 'e': 0.1893651042530645}",20,16,7.263966606656565,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.9, 'e': 0.18903591682419663}",20,13,12.658448949479402,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.9, 'e': 0.18870758702627788}",20,8,21.81093348148444,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.9, 'e': 0.188380111882716}",20,0,31.46709503015452,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
654,False,"{'a': 0.9, 'e': 0.18805348842982106}",20,3,-25.125498899830134,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
655,False,"{'a': 0.9, 'e': 0.1877277137167384}",20,14,10.056980980150767,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.9, 'e': 0.1874027848053822}",25,3,-48.66356726566346,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
657,False,"{'a': 0.9, 'e': 0.18707869877036906}",25,0,32.84759055541577,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
658,False,"{'a': 0.9, 'e': 0.18675545269895247}",25,9,28.16027430788859,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.9, 'e': 0.18643304369095667}",30,0,-106.85343664943791,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 3}",0
660,False,"{'a': 0.9, 'e': 0.18611146885871233}",30,13,30.479413743895872,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.9, 'e': 0.18579072532699162}",20,9,-26.534016769116633,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
662,False,"{'a': 0.9, 'e': 0.1854708102329439}",20,3,10.913655957155026,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
663,False,"{'a': 0.9, 'e': 0.18515172072603178}",25,9,0.24819075329397067,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
664,False,"{'a': 0.9, 'e': 0.1848334539679676}",25,0,-85.22559927586424,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
665,False,"{'a': 0.9, 'e': 0.18451600713265073}",25,7,-21.32028542213012,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
666,False,"{'a': 0.9, 'e': 0.18419937740610434}",25,11,12.477902004007372,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
667,False,"{'a': 0.9, 'e': 0.18388356198641323}",25,0,-46.975960784951845,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
668,False,"{'a': 0.9, 'e': 0.1835685580836617}",25,18,12.326214957624462,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.9, 'e': 0.18325436291987235}",20,0,-107.09140171088319,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 2}",0
670,False,"{'a': 0.9, 'e': 0.18294097372894438}",20,6,21.720846508800967,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.9, 'e': 0.1826283877565929}",30,13,-39.63119139830493,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
