trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1071,False,"{'a': 0.9, 'e': 0.1014239928597509}",20,0,-10.660146394100833,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1072,False,"{'a': 0.9, 'e': 0.1012949136582415}",25,6,31.250027241071574,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1073,False,"{'a': 0.9, 'e': 0.10116608071272717}",25,0,27.11257313502322,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1074,False,"{'a': 0.9, 'e': 0.1010374933971998}",20,3,26.931943015579712,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1075,False,"{'a': 0.9, 'e': 0.10090915108763919}",20,5,21.148866072578393,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1076,False,"{'a': 0.9, 'e': 0.10078105316200554}",30,9,22.747694518290245,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1077,False,"{'a': 0.9, 'e': 0.1006531990002319}",20,16,8.27115958159964,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1078,False,"{'a': 0.9, 'e': 0.10052558798421668}",25,0,-0.8746852240290692,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1079,False,"{'a': 0.9, 'e': 0.10039821949781612}",25,9,15.786052778202487,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1080,False,"{'a': 0.9, 'e': 0.100271092926837}",20,12,14.962487053431326,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.9, 'e': 0.10014420765902898}",25,15,11.060096693594907,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1082,False,"{'a': 0.9, 'e': 0.10001756308407757}",25,11,-59.14421562747226,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
1083,False,"{'a': 0.9, 'e': 0.09989115859359642}",30,15,23.864579420864857,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1084,False,"{'a': 0.9, 'e': 0.09976499358112031}",25,11,24.43446223788828,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1085,False,"{'a': 0.9, 'e': 0.09963906744209773}",20,12,15.176065552317215,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1086,False,"{'a': 0.9, 'e': 0.09951337957388372}",25,9,17.887610218557597,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1087,False,"{'a': 0.9, 'e': 0.09938792937573247}",30,15,-25.94950735357768,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1088,False,"{'a': 0.9, 'e': 0.09926271624879049}",20,9,23.145043787016554,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1089,False,"{'a': 0.9, 'e': 0.09913773959608904}",20,14,13.060304755756206,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1090,False,"{'a': 0.9, 'e': 0.09901299882253742}",25,7,29.815915549015497,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1091,False,"{'a': 0.9, 'e': 0.09888849333491553}",20,0,34.823086827642314,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1092,False,"{'a': 0.9, 'e': 0.09876422254186715}",25,7,16.736425617152474,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1093,False,"{'a': 0.9, 'e': 0.09864018585389257}",25,14,20.876052991432807,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1094,False,"{'a': 0.9, 'e': 0.09851638268334194}",20,11,14.096485370757712,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1095,False,"{'a': 0.9, 'e': 0.09839281244440806}",20,0,-19.756744118098915,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1096,False,"{'a': 0.9, 'e': 0.09826947455311956}",25,6,29.32052899970989,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1097,False,"{'a': 0.9, 'e': 0.098146368427334}",25,10,29.127143236920784,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1098,False,"{'a': 0.9, 'e': 0.09802349348673096}",25,11,10.761152768194233,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1099,False,"{'a': 0.9, 'e': 0.0979008491528052}",25,0,-6.516414809365089,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
1100,False,"{'a': 0.9, 'e': 0.09777843484885995}",30,8,24.466724803899442,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
1101,False,"{'a': 0.9, 'e': 0.09765624999999999}",20,0,-33.71752826824918,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
1102,False,"{'a': 0.9, 'e': 0.097534294033125}",20,9,20.256774161821905,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1103,False,"{'a': 0.9, 'e': 0.09741256637692272}",35,0,40.81106639025032,"{0: 34, 1: 0, 2: 1, 3: 0, 4: 0}",1
1104,False,"{'a': 0.9, 'e': 0.09729106646186249}",20,0,33.797266427524654,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1105,False,"{'a': 0.9, 'e': 0.09716979372018829}",20,3,24.65627956635354,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1106,False,"{'a': 0.9, 'e': 0.0970487475859124}",20,0,12.817396380020757,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1107,False,"{'a': 0.9, 'e': 0.09692792749480852}",20,8,21.283214577288923,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1108,False,"{'a': 0.9, 'e': 0.09680733288440546}",35,17,-8.579271706416186,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
1109,False,"{'a': 0.9, 'e': 0.09668696319398033}",25,11,0.9165055367778976,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1110,False,"{'a': 0.9, 'e': 0.0965668178645523}",20,11,2.6466344765419025,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1111,False,"{'a': 0.9, 'e': 0.0964468963388758}",20,10,18.94997280795514,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1112,False,"{'a': 0.9, 'e': 0.09632719806143442}",20,8,19.864559864330005,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1113,False,"{'a': 0.9, 'e': 0.09620772247843407}",20,0,12.613395305236097,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
1114,False,"{'a': 0.9, 'e': 0.09608846903779697}",20,0,19.183532840064558,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1115,False,"{'a': 0.9, 'e': 0.09596943718915499}",20,0,27.465242179213593,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1116,False,"{'a': 0.9, 'e': 0.09585062638384342}",30,16,23.229535806488887,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1117,False,"{'a': 0.9, 'e': 0.0957320360748946}",30,12,25.111560778685323,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1118,False,"{'a': 0.9, 'e': 0.09561366571703174}",25,0,-5.960479323254033,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1119,False,"{'a': 0.9, 'e': 0.09549551476666243}",25,0,-20.582459397997763,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
1120,False,"{'a': 0.9, 'e': 0.09537758268187266}",20,0,16.25540189273358,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1121,False,"{'a': 0.9, 'e': 0.09525986892242035}",35,17,26.794205063255298,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1122,False,"{'a': 0.9, 'e': 0.09514237294972944}",25,15,12.915304022377475,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1123,False,"{'a': 0.9, 'e': 0.09502509422688342}",20,0,-11.310211830235797,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1124,False,"{'a': 0.9, 'e': 0.0949080322186195}",25,17,12.010012035778415,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1125,False,"{'a': 0.9, 'e': 0.09479118639132228}",20,15,9.36123628627884,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1126,False,"{'a': 0.9, 'e': 0.09467455621301775}",25,8,28.15879224117996,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1127,False,"{'a': 0.9, 'e': 0.09455814115336723}",20,6,-1.7799899720147712,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1128,False,"{'a': 0.9, 'e': 0.09444194068366144}",30,0,-61.68952124616112,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",1
1129,False,"{'a': 0.9, 'e': 0.09432595427681421}",25,17,-28.15973660293707,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1130,False,"{'a': 0.9, 'e': 0.09421018140735692}",30,0,34.4150149423033,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
1131,False,"{'a': 0.9, 'e': 0.09409462155143211}",20,0,14.001211332418215,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1132,False,"{'a': 0.9, 'e': 0.09397927418678795}",20,0,-21.91920235340014,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1133,False,"{'a': 0.9, 'e': 0.093864138792772}",25,2,33.98381889894305,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1134,False,"{'a': 0.9, 'e': 0.09374921485032563}",20,0,24.582741943628616,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1135,False,"{'a': 0.9, 'e': 0.0936345018419779}",25,11,28.258889953184784,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1136,False,"{'a': 0.9, 'e': 0.09351999925184001}",30,7,24.738311199216596,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1137,False,"{'a': 0.9, 'e': 0.0934057065655992}",20,0,16.85604790766071,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1138,False,"{'a': 0.9, 'e': 0.09329162327051324}",30,13,11.285655156509648,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1139,False,"{'a': 0.9, 'e': 0.09317774885540453}",25,5,33.35958392667406,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1140,False,"{'a': 0.9, 'e': 0.09306408281065442}",25,18,12.757971258844481,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1141,False,"{'a': 0.9, 'e': 0.09295062462819749}",25,13,18.139510266263713,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1142,False,"{'a': 0.9, 'e': 0.09283737380151592}",20,10,16.00780078043512,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1143,False,"{'a': 0.9, 'e': 0.09272432982563374}",30,0,-0.915962784513362,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
1144,False,"{'a': 0.9, 'e': 0.09261149219711133}",20,6,0.5828192072759768,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1145,False,"{'a': 0.9, 'e': 0.0924988604140397}",30,8,20.35672233871924,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1146,False,"{'a': 0.9, 'e': 0.09238643397603497}",25,10,15.117037071663344,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1147,False,"{'a': 0.9, 'e': 0.09227421238423276}",20,6,-21.236262645344564,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
1148,False,"{'a': 0.9, 'e': 0.09216219514128281}",25,11,10.018481568258231,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1149,False,"{'a': 0.9, 'e': 0.09205038175134318}",25,9,21.612657251389727,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1150,False,"{'a': 0.9, 'e': 0.09193877172007513}",25,6,0.1864692075873582,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
1151,False,"{'a': 0.9, 'e': 0.09182736455463726}",20,9,19.465224597280994,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1152,False,"{'a': 0.9, 'e': 0.09171615976368047}",25,13,-21.517794426901848,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
1153,False,"{'a': 0.9, 'e': 0.09160515685734218}",20,0,25.186315385967365,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1154,False,"{'a': 0.9, 'e': 0.09149435534724121}",20,8,16.862316837462814,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1155,False,"{'a': 0.9, 'e': 0.09138375474647223}",25,19,10.700274159891425,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1156,False,"{'a': 0.9, 'e': 0.09127335456960049}",20,8,21.01742347820658,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1157,False,"{'a': 0.9, 'e': 0.09116315433265654}",25,6,13.496790574945383,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1158,False,"{'a': 0.9, 'e': 0.09105315355313079}",25,7,38.17824281757037,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1159,False,"{'a': 0.9, 'e': 0.09094335174996837}",20,0,30.68227432663508,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1160,False,"{'a': 0.9, 'e': 0.09083374844356372}",30,0,-9.800658321000487,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
1161,False,"{'a': 0.9, 'e': 0.09072434315575556}",25,1,-50.05977045195006,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 2}",1
1162,False,"{'a': 0.9, 'e': 0.09061513540982145}",35,27,10.540236244482879,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1163,False,"{'a': 0.9, 'e': 0.09050612473047276}",25,13,21.341336876967805,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1164,False,"{'a': 0.9, 'e': 0.09039731064384941}",20,10,14.89951638858121,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1165,False,"{'a': 0.9, 'e': 0.0902886926775148}",25,18,9.199791051031681,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1166,False,"{'a': 0.9, 'e': 0.09018027036045054}",30,16,-30.733862704512376,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1167,False,"{'a': 0.9, 'e': 0.09007204322305153}",25,13,10.404450296241334,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1168,False,"{'a': 0.9, 'e': 0.08996401079712073}",25,19,11.975967732783536,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1169,False,"{'a': 0.9, 'e': 0.08985617261586415}",20,5,6.720381243279052,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1170,False,"{'a': 0.9, 'e': 0.08974852821388582}",35,24,-19.684184165128563,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1171,False,"{'a': 0.9, 'e': 0.08964107712718276}",20,16,5.4024505433641,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1172,False,"{'a': 0.9, 'e': 0.08953381889313995}",30,14,-12.012085648016262,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
1173,False,"{'a': 0.9, 'e': 0.0894267530505254}",30,3,42.58469290646868,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
1174,False,"{'a': 0.9, 'e': 0.08931987913948514}",30,17,23.69610141540504,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1175,False,"{'a': 0.9, 'e': 0.08921319670153832}",25,17,12.67887047554643,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1176,False,"{'a': 0.9, 'e': 0.08910670527957229}",30,0,34.763739434285945,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
1177,False,"{'a': 0.9, 'e': 0.08900040441783767}",30,18,10.042647495500626,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1178,False,"{'a': 0.9, 'e': 0.08889429366194353}",25,9,14.360635815184809,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1179,False,"{'a': 0.9, 'e': 0.0887883725588525}",35,17,-51.068537830963685,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
1180,False,"{'a': 0.9, 'e': 0.08868264065687585}",30,20,5.770288245423392,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1181,False,"{'a': 0.9, 'e': 0.08857709750566894}",20,6,-16.197726861750464,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1182,False,"{'a': 0.9, 'e': 0.08847174265622605}",20,10,18.446329687386385,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1183,False,"{'a': 0.9, 'e': 0.08836657566087595}",20,12,16.077994654213228,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1184,False,"{'a': 0.9, 'e': 0.08826159607327688}",25,5,30.251704989949275,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1185,False,"{'a': 0.9, 'e': 0.08815680344841206}",20,1,33.38204617245102,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1186,False,"{'a': 0.9, 'e': 0.08805219734258467}",20,0,28.000098621325716,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1187,False,"{'a': 0.9, 'e': 0.08794777731341352}",20,10,15.286018988156716,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1188,False,"{'a': 0.9, 'e': 0.087843542919828}",20,3,12.87184478765121,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1189,False,"{'a': 0.9, 'e': 0.08773949372206374}",25,9,-2.554299809493207,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
1190,False,"{'a': 0.9, 'e': 0.08763562928165775}",25,14,18.124824205929794,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'a': 0.9, 'e': 0.08753194916144394}",25,10,22.442662450370236,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1192,False,"{'a': 0.9, 'e': 0.08742845292554838}",20,11,13.242526904473099,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1193,False,"{'a': 0.9, 'e': 0.0873251401393849}",25,11,21.76939338315629,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1194,False,"{'a': 0.9, 'e': 0.08722201036965035}",20,0,30.633813806350215,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1195,False,"{'a': 0.9, 'e': 0.08711906318432025}",25,13,19.716668602481512,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1196,False,"{'a': 0.9, 'e': 0.08701629815264399}",20,10,18.73699309812751,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.9, 'e': 0.08691371484514063}",30,21,17.171466690259297,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1198,False,"{'a': 0.9, 'e': 0.08681131283359417}",25,13,12.821783486367096,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1199,False,"{'a': 0.9, 'e': 0.08670909169104928}",20,5,2.6950725057387825,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1200,False,"{'a': 0.9, 'e': 0.08660705099180661}",30,20,15.229783203740174,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1201,False,"{'a': 0.9, 'e': 0.08650519031141869}",20,3,30.166389489397197,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1202,False,"{'a': 0.9, 'e': 0.08640350922668513}",25,18,11.92718004941488,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1203,False,"{'a': 0.9, 'e': 0.08630200731564856}",35,17,4.253638671268191,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1204,False,"{'a': 0.9, 'e': 0.08620068415759001}",20,9,15.838869347951242,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1205,False,"{'a': 0.9, 'e': 0.08609953933302475}",25,0,36.396864786963484,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1206,False,"{'a': 0.9, 'e': 0.08599857242369775}",25,13,20.730831305831586,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'a': 0.9, 'e': 0.08589778301257957}",25,7,21.590037163495193,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1208,False,"{'a': 0.9, 'e': 0.08579717068386178}",25,9,18.985403795955982,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1209,False,"{'a': 0.9, 'e': 0.08569673502295302}",25,0,20.922916495084657,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1210,False,"{'a': 0.9, 'e': 0.08559647561647438}",30,8,-9.738892538613388,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1211,False,"{'a': 0.9, 'e': 0.0854963920522554}",25,0,24.71818889396442,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1212,False,"{'a': 0.9, 'e': 0.0853964839193297}",20,8,-24.34411413686666,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1213,False,"{'a': 0.9, 'e': 0.08529675080793082}",25,5,-28.34585711553855,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
1214,False,"{'a': 0.9, 'e': 0.085197192309488}",25,10,16.851750827844207,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.9, 'e': 0.08509780801662198}",25,10,17.281076170008813,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1216,False,"{'a': 0.9, 'e': 0.08499859752314086}",25,4,32.605769450090236,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1217,False,"{'a': 0.9, 'e': 0.08489956042403596}",25,0,22.543241277110333,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1218,False,"{'a': 0.9, 'e': 0.08480069631547757}",30,11,32.04866440406352,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1219,False,"{'a': 0.9, 'e': 0.08470200479481109}",20,8,20.549143233200844,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1220,False,"{'a': 0.9, 'e': 0.0846034854605526}",25,17,14.354027711707994,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.9, 'e': 0.08450513791238508}",30,17,20.524303886917934,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1222,False,"{'a': 0.9, 'e': 0.08440696175115409}",25,3,39.56000885360461,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1223,False,"{'a': 0.9, 'e': 0.08430895657886395}",25,12,-11.669823199551034,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
1224,False,"{'a': 0.9, 'e': 0.0842111219986735}",20,4,22.724228150621403,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1225,False,"{'a': 0.9, 'e': 0.08411345761489226}",25,11,-9.874779621296558,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1226,False,"{'a': 0.9, 'e': 0.08401596303297626}",25,0,28.152860113028293,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1227,False,"{'a': 0.9, 'e': 0.08391863785952422}",35,8,39.7461743222424,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
1228,False,"{'a': 0.9, 'e': 0.08382148170227346}",20,0,25.881417908185597,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1229,False,"{'a': 0.9, 'e': 0.08372449417009603}",25,13,23.300331925509095,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1230,False,"{'a': 0.9, 'e': 0.08362767487299465}",20,2,18.946654750539704,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1231,False,"{'a': 0.9, 'e': 0.08353102342209896}",20,5,-16.25668989498618,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1232,False,"{'a': 0.9, 'e': 0.0834345394296615}",20,11,-24.076145438756615,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1233,False,"{'a': 0.9, 'e': 0.08333822250905387}",25,18,12.39203947969717,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1234,False,"{'a': 0.9, 'e': 0.08324207227476275}",25,13,14.180243387647455,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1235,False,"{'a': 0.9, 'e': 0.08314608834238629}",25,5,27.580728871824444,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1236,False,"{'a': 0.9, 'e': 0.08305027032862991}",35,17,18.6374209937965,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.9, 'e': 0.08295461785130286}",20,9,-4.030432152789384,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1238,False,"{'a': 0.9, 'e': 0.08285913052931405}",20,8,13.572705564493797,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.9, 'e': 0.0827638079826686}",25,0,28.587952515207174,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1240,False,"{'a': 0.9, 'e': 0.0826686498324637}",35,15,-3.5429775045213043,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
1241,False,"{'a': 0.9, 'e': 0.08257365570088519}",25,13,15.068806776130234,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1242,False,"{'a': 0.9, 'e': 0.08247882521120352}",30,6,8.588743867173616,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 0}",1
1243,False,"{'a': 0.9, 'e': 0.08238415798777024}",30,10,20.550861546111204,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1244,False,"{'a': 0.9, 'e': 0.0822896536560141}",20,10,20.398161595399063,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1245,False,"{'a': 0.9, 'e': 0.08219531184243752}",20,8,19.908029817667966,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1246,False,"{'a': 0.9, 'e': 0.08210113217461268}",30,14,-10.328187670687988,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
1247,False,"{'a': 0.9, 'e': 0.08200711428117813}",20,12,2.473001169324312,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1248,False,"{'a': 0.9, 'e': 0.08191325779183481}",20,1,-1.797932181455963,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
1249,False,"{'a': 0.9, 'e': 0.08181956233734271}",20,16,8.113822137990876,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.9, 'e': 0.08172602754951698}",30,8,-36.78262321392286,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 1}",1
1251,False,"{'a': 0.9, 'e': 0.08163265306122448}",20,15,9.57102419372345,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1252,False,"{'a': 0.9, 'e': 0.08153943850638012}",20,13,12.75655207100569,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1253,False,"{'a': 0.9, 'e': 0.0814463835199433}",25,7,26.685755124375138,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
